,QuestionId,UserId,AnswerId,IsCorrect,CorrectAnswer,AnswerValue
852837,668,2844,1073170,1,3,3
853003,836,3224,724339,0,4,2
853063,836,4037,1290641,0,4,1
853077,855,5688,502712,1,3,3
853087,764,4422,1179912,1,4,4
853128,855,4890,31099,0,3,2
853150,547,3113,323010,1,4,4
853181,855,157,122632,1,3,3
853257,836,1634,618570,0,4,1
853262,625,86,217836,0,1,3
853272,815,2990,940281,1,1,1
853292,856,231,610785,0,3,1
853295,547,4115,946834,1,4,4
853311,922,3830,778622,1,4,4
853479,836,2589,655631,1,4,4
853500,764,5655,1271919,0,4,2
853517,332,4703,1391601,0,2,1
853619,856,3854,1208003,0,3,2
853625,83,5971,755333,0,2,1
853697,199,4858,534013,1,1,1
853703,764,2000,806309,1,4,4
853786,332,5202,1109307,1,2,2
853810,911,2247,1312723,0,2,1
853831,405,1234,938584,1,2,2
853843,855,3507,415164,1,3,3
853849,199,5060,480733,1,1,1
853877,332,1373,958423,1,2,2
853892,856,5284,582433,1,3,3
853917,815,3651,73055,0,1,4
853933,764,4320,142627,1,4,4
853968,856,4928,763839,1,3,3
854027,625,4438,209376,1,1,1
854077,332,6072,343264,0,2,3
854154,462,1563,374600,1,3,3
854196,199,5330,9182,1,1,1
854208,178,1151,714173,1,4,4
854216,836,2973,95404,1,4,4
854261,252,3992,483793,1,3,3
854290,50,4891,262177,0,2,1
854295,50,2464,1458013,1,2,2
854306,727,5949,570789,1,2,2
854344,462,2489,1045837,1,3,3
854360,89,157,665527,1,4,4
854369,856,5731,1103150,0,3,4
854386,855,4351,504384,1,3,3
854436,332,5723,896158,1,2,2
854503,405,2554,41088,0,2,3
854535,856,3201,76207,1,3,3
854598,252,4016,545612,0,3,4
854657,199,2160,1028469,1,1,1
854663,764,572,31147,0,4,3
854671,764,2924,405981,1,4,4
854685,815,984,921804,0,1,4
854687,625,4557,688765,1,1,1
854770,855,1758,1183354,1,3,3
854790,462,789,138198,1,3,3
854796,547,1810,32109,0,4,3
854869,547,4698,960454,0,4,3
854903,911,1172,511084,0,2,1
854908,199,4314,160220,1,1,1
854923,855,4123,15869,1,3,3
854972,764,5315,852223,1,4,4
854979,252,5471,353675,1,3,3
854992,668,2101,803932,0,3,4
855003,856,2306,531654,1,3,3
855024,332,2844,1499697,1,2,2
855081,922,2620,198936,1,4,4
855146,89,3077,830601,0,4,3
855204,405,4009,285252,1,2,2
855232,764,5818,616880,0,4,2
855244,668,1624,11970,1,3,3
855245,89,4504,1123259,1,4,4
855250,252,4703,884498,1,3,3
855269,405,4139,1077419,0,2,1
855322,50,2852,33569,1,2,2
855336,252,5488,1259681,1,3,3
855394,252,2990,273338,0,3,2
855433,332,2616,1280294,1,2,2
855438,50,5627,1499214,0,2,3
855447,764,1474,431237,1,4,4
855463,668,1298,276840,0,3,1
855515,252,42,913671,0,3,1
855563,856,3017,961330,0,3,4
855571,50,5060,1056745,0,2,4
855614,252,1582,1398310,0,3,2
855683,178,4451,1308869,1,4,4
855686,89,3102,1070333,0,4,2
855692,836,2486,1268657,1,4,4
855710,252,4910,82877,1,3,3
855746,856,2905,646368,0,3,2
855778,922,5627,915600,0,4,2
855835,668,4520,1291701,0,3,2
855854,855,439,1491860,1,3,3
855870,178,3549,1460393,1,4,4
855945,815,1339,772702,0,1,4
856007,83,2004,1365766,0,2,4
856156,836,3998,522399,0,4,3
856203,178,5667,413545,1,4,4
856211,89,990,1477696,0,4,2
856221,332,777,877231,1,2,2
856273,836,1307,935829,0,4,2
856347,405,241,359192,0,2,3
856373,199,3617,829721,1,1,1
856390,50,4380,1229989,1,2,2
856393,668,823,990567,1,3,3
856402,252,405,92952,1,3,3
856424,911,3883,1334484,0,2,4
856458,625,5131,10081,0,1,3
856485,89,5139,972183,1,4,4
856487,332,3551,1161171,1,2,2
856532,199,1196,397121,1,1,1
856554,668,928,658552,1,3,3
856607,252,4849,1021642,1,3,3
856678,911,2259,538682,0,2,1
856693,178,171,250850,0,4,2
856718,727,1641,232185,1,2,2
856760,50,449,835215,0,2,4
856833,815,5263,12852,1,1,1
856969,89,1525,968154,0,4,1
857010,727,5805,566405,1,2,2
857062,856,374,31877,1,3,3
857120,668,3421,1360507,0,3,2
857183,405,935,999356,1,2,2
857190,178,135,564406,1,4,4
857205,462,2844,1187001,1,3,3
857272,89,4104,476908,1,4,4
857278,668,203,946974,1,3,3
857319,836,3472,1449081,1,4,4
857396,815,852,898608,1,1,1
857404,89,1117,1285136,0,4,1
857411,911,2788,995866,1,2,2
857424,815,955,1181020,1,1,1
857425,668,1068,632834,0,3,4
857441,625,706,1319639,1,1,1
857501,462,5302,425016,1,3,3
857528,50,6098,1234012,0,2,4
857533,625,24,757892,1,1,1
857592,668,2954,165691,1,3,3
857596,462,243,908356,1,3,3
857605,668,4486,1022866,1,3,3
857649,764,4645,827970,1,4,4
857667,462,3044,1411900,1,3,3
857674,855,3069,1458929,0,3,2
857764,405,4560,757148,1,2,2
857789,178,1547,130348,0,4,2
857881,332,4137,514516,0,2,1
857882,332,5590,405353,1,2,2
857962,199,595,1324263,1,1,1
857999,83,717,296412,1,2,2
858059,836,3237,114160,0,4,3
858066,856,3315,1490140,0,3,2
858082,764,194,1456376,1,4,4
858150,855,2423,480032,1,3,3
858157,332,1155,956151,0,2,4
858176,405,3384,154815,1,2,2
858265,252,2142,316419,1,3,3
858304,856,3087,276081,0,3,2
858312,815,2798,114628,1,1,1
858334,625,1614,439026,0,1,3
858362,89,599,780719,0,4,3
858509,764,5921,1374194,1,4,4
858606,89,3873,1085691,1,4,4
858724,89,2237,205544,0,4,3
858744,332,2572,726037,1,2,2
858754,625,2549,953429,1,1,1
858814,252,5639,1244313,1,3,3
858827,252,2974,908698,0,3,4
858838,89,786,248962,0,4,2
858842,625,3168,1166823,1,1,1
858865,50,2822,492702,1,2,2
858869,199,4584,846185,1,1,1
858898,332,4865,1059499,0,2,1
858905,727,748,582714,1,2,2
858910,83,110,1501017,1,2,2
859113,668,1306,915365,1,3,3
859187,911,5481,137843,1,2,2
859223,547,3324,368639,1,4,4
859241,856,2636,1272080,0,3,2
859264,178,4280,1372046,1,4,4
859284,668,2990,124658,0,3,2
859370,625,4665,1312915,1,1,1
859438,911,412,45081,1,2,2
859447,625,4188,218140,1,1,1
859479,855,717,915913,1,3,3
859525,332,80,674888,1,2,2
859529,178,1202,28634,1,4,4
859549,668,143,313903,1,3,3
859551,89,2328,932972,1,4,4
859571,625,3555,1451607,1,1,1
859593,252,3372,609068,1,3,3
859689,911,5387,306342,1,2,2
859701,668,1661,1310044,1,3,3
859804,50,1730,412364,1,2,2
859821,764,248,660666,0,4,2
859822,727,1657,611749,1,2,2
859823,50,2828,1040459,1,2,2
859842,83,527,844987,1,2,2
859846,855,960,330612,1,3,3
859941,815,5041,145782,1,1,1
860040,178,4269,799726,1,4,4
860042,911,5292,755398,1,2,2
860078,83,4908,1041963,1,2,2
860158,405,5932,1447107,1,2,2
860185,625,2487,77383,0,1,4
860275,727,2757,569998,1,2,2
860335,815,1213,626410,1,1,1
860378,668,3880,563324,1,3,3
860416,911,2798,1497517,1,2,2
860420,199,4322,588811,1,1,1
860547,405,4320,1165549,1,2,2
860577,856,5925,688864,0,3,1
860697,815,2489,545626,1,1,1
860747,855,4533,1382346,1,3,3
860767,625,1964,173624,0,1,2
860839,89,328,790932,0,4,2
860879,178,5968,927538,1,4,4
860887,727,4142,75208,0,2,3
860914,405,4199,323066,1,2,2
860951,89,5126,594346,0,4,3
860952,855,5977,1246931,1,3,3
861002,727,572,1428230,0,2,4
861114,668,1578,1084450,1,3,3
861125,50,4103,1425985,1,2,2
861340,764,4383,692806,1,4,4
861384,405,362,1464543,1,2,2
861385,83,5731,1278313,0,2,1
861420,911,1503,571100,1,2,2
861426,625,3987,633373,1,1,1
861500,911,1324,623263,0,2,1
861561,922,5210,553993,1,4,4
861572,89,190,670907,1,4,4
861606,332,5508,1297348,0,2,3
861687,50,944,1035490,1,2,2
861694,855,3945,556378,1,3,3
861715,89,4327,750396,0,4,3
861844,547,2777,1364891,1,4,4
861870,83,1762,521306,0,2,1
861922,727,5367,323184,0,2,4
861924,727,4637,152509,0,2,1
861931,50,4580,470885,1,2,2
862026,764,2591,769490,0,4,3
862027,83,156,1024546,0,2,1
862029,727,3454,95755,0,2,1
862039,178,1440,1109340,1,4,4
862116,547,4594,878975,0,4,3
862123,462,2980,1026899,1,3,3
862173,727,18,1030598,1,2,2
862192,50,1208,262037,1,2,2
862201,199,2231,376040,1,1,1
862278,764,5197,236014,1,4,4
862285,83,3843,950206,1,2,2
862325,199,1578,92446,0,1,3
862418,727,3016,722582,1,2,2
862449,178,5933,696755,1,4,4
862515,178,5772,1111664,1,4,4
862528,405,1213,178385,1,2,2
862582,89,3305,704333,1,4,4
862620,252,2646,1358163,1,3,3
862633,856,6036,796687,0,3,4
862690,668,3159,463325,1,3,3
862697,50,5735,1438048,0,2,1
862773,668,959,647917,0,3,1
862798,911,2574,779479,0,2,1
862879,462,5113,1104246,1,3,3
862885,252,565,378089,1,3,3
862915,855,1503,237178,1,3,3
862927,911,5197,91012,1,2,2
862966,911,5782,226590,0,2,4
862980,856,5919,1196127,1,3,3
863006,50,4362,1314489,0,2,3
863095,911,5903,1474027,1,2,2
863149,815,699,425241,0,1,4
863172,178,6010,1402392,1,4,4
863187,727,3627,438848,1,2,2
863209,405,1016,756098,0,2,1
863249,199,203,244658,1,1,1
863295,332,5598,1366912,1,2,2
863342,83,3018,153303,0,2,3
863400,727,3470,683551,0,2,4
863485,178,2000,302323,1,4,4
863520,199,5941,882714,0,1,3
863521,547,2461,1232578,1,4,4
863564,89,1572,790038,1,4,4
863636,855,2265,77400,1,3,3
863692,332,1724,520861,1,2,2
863695,178,1837,1278763,1,4,4
863701,856,423,940924,0,3,2
863708,856,357,170698,0,3,2
863735,815,1360,951741,1,1,1
863765,911,4489,639039,0,2,1
863869,405,4515,1053376,1,2,2
863874,836,4057,530122,0,4,3
863975,922,3096,1098768,0,4,1
864037,625,1339,496413,0,1,3
864043,178,3211,429244,1,4,4
864119,462,1239,896201,1,3,3
864129,547,5367,1426952,0,4,2
864136,836,2157,952830,0,4,2
864178,547,1692,107534,0,4,2
864213,89,349,419375,1,4,4
864223,178,1138,1389451,1,4,4
864269,911,1887,921495,1,2,2
864324,922,5879,1318706,1,4,4
864437,922,764,1416615,1,4,4
864480,625,4512,1076222,0,1,4
864515,332,2583,210063,1,2,2
864519,815,1462,1062815,1,1,1
864559,332,4949,718435,0,2,3
864654,727,5447,1003078,1,2,2
864718,462,3201,1493928,1,3,3
864774,332,3128,1377310,0,2,1
864776,89,3460,1119886,1,4,4
864777,836,6117,393552,0,4,2
864815,922,1975,1324218,1,4,4
864842,815,678,493257,1,1,1
864914,547,1468,950479,1,4,4
864927,855,3585,271290,0,3,4
864943,83,1535,504819,1,2,2
864958,625,4681,572020,1,1,1
865091,178,5297,239281,1,4,4
865138,815,962,1485836,1,1,1
865179,405,6095,1233378,1,2,2
865282,625,1437,629571,1,1,1
865387,89,3335,1508633,0,4,3
865450,462,5951,717585,0,3,1
865481,727,2980,585868,1,2,2
865507,815,2572,128010,1,1,1
865547,405,1504,916316,1,2,2
865563,178,2072,1425944,1,4,4
865594,462,6084,963224,1,3,3
865666,922,5391,213361,1,4,4
865692,50,360,1134147,1,2,2
865746,668,4766,1406731,1,3,3
865757,856,723,803523,0,3,1
865783,815,6075,1125045,1,1,1
865798,911,5625,918068,1,2,2
865812,625,2666,298831,0,1,2
865827,50,1584,260322,1,2,2
865833,50,2284,230076,1,2,2
865862,178,4594,1350582,0,4,3
865882,815,3128,1459591,1,1,1
865922,911,4970,1332545,0,2,1
865950,405,506,153886,1,2,2
865955,405,1046,876045,1,2,2
866229,764,5060,787325,0,4,1
866321,856,1243,1412135,1,3,3
866379,252,5096,846115,0,3,2
866400,547,1570,640532,0,4,2
866478,50,341,483005,0,2,3
866490,836,4964,71528,0,4,3
866509,405,1724,886636,1,2,2
866515,405,239,128239,1,2,2
866551,911,4480,129767,1,2,2
866601,911,2167,412108,1,2,2
866637,252,1993,238441,1,3,3
866651,727,908,618940,0,2,3
866672,856,631,9239,0,3,2
866688,405,1670,1304161,1,2,2
866774,462,272,868914,1,3,3
866784,836,1776,845274,1,4,4
866804,855,1061,1384596,1,3,3
866844,815,2788,1405973,1,1,1
866938,83,1374,1364810,1,2,2
867033,856,5315,445710,0,3,2
867079,405,3627,80069,1,2,2
867086,178,2463,968681,1,4,4
867096,836,1809,1154881,0,4,2
867124,199,2693,921984,1,1,1
867152,856,1077,575647,0,3,4
867161,727,1060,1368084,1,2,2
867182,815,3582,197601,1,1,1
867207,836,4533,525677,1,4,4
867238,405,1880,937659,0,2,3
867250,199,3539,328969,1,1,1
867251,178,3036,1472579,1,4,4
867268,252,5655,995883,1,3,3
867319,83,203,443133,1,2,2
867347,50,2639,722779,0,2,3
867449,89,2919,283991,1,4,4
867467,856,3697,1162453,0,3,2
867475,764,5844,510608,1,4,4
867490,856,1364,595132,0,3,2
867500,252,604,109959,1,3,3
867551,405,2208,1462796,0,2,1
867656,178,2813,761121,1,4,4
867657,856,3529,1042935,1,3,3
867730,625,2293,1066726,0,1,4
867763,199,12,1485603,1,1,1
867801,815,2777,1358097,0,1,2
867802,764,1664,182677,1,4,4
867826,252,5022,944071,1,3,3
867884,764,4418,185930,0,4,3
867971,836,1585,1058459,0,4,2
867983,83,2143,725136,1,2,2
867988,815,171,1230576,0,1,2
868038,836,5879,1118457,1,4,4
868050,727,779,1337276,1,2,2
868094,332,6146,1022310,1,2,2
868128,89,5528,1327941,1,4,4
868202,764,506,505431,1,4,4
868269,83,3318,963635,0,2,1
868295,764,3500,666082,1,4,4
868319,727,5921,704852,1,2,2
868372,405,2671,1409430,1,2,2
868387,83,5471,744201,0,2,4
868425,332,3320,419328,1,2,2
868500,50,2148,1457016,0,2,3
868515,836,3974,839430,0,4,3
868630,836,4573,798496,0,4,3
868762,547,885,53645,1,4,4
868765,332,3660,1037535,1,2,2
868816,815,3379,928010,1,1,1
868822,50,2055,974104,1,2,2
868864,405,2654,159944,1,2,2
868865,332,5661,106897,1,2,2
868894,252,5774,781874,1,3,3
868907,199,2380,1467559,0,1,3
868966,764,4941,1290229,1,4,4
869147,462,88,1322625,1,3,3
869218,922,4670,1431194,0,4,3
869302,668,1362,1485478,1,3,3
869320,922,3382,1484158,0,4,3
869389,89,3192,170573,1,4,4
869404,89,2789,1182698,1,4,4
869420,252,4327,281909,0,3,4
869441,199,3687,688669,1,1,1
869491,668,3578,344806,1,3,3
869535,625,374,1175533,1,1,1
869562,727,1764,1471314,1,2,2
869574,727,5625,725709,0,2,3
869634,252,717,40428,1,3,3
869653,547,3541,1064793,1,4,4
869655,462,5880,921382,1,3,3
869675,462,2678,417344,1,3,3
869723,89,3107,802377,1,4,4
869728,405,91,386090,1,2,2
869731,332,3324,409973,1,2,2
869783,668,6117,1061807,1,3,3
869846,815,1523,1039289,1,1,1
869943,815,1155,1356702,0,1,3
869965,89,4281,506972,1,4,4
869970,625,1440,375862,1,1,1
869973,815,1901,426883,1,1,1
869979,836,4930,164203,0,4,2
870121,89,2797,952676,1,4,4
870175,252,4853,98988,0,3,1
870201,178,2154,1055156,1,4,4
870220,922,1445,126955,0,4,3
870260,199,5135,505890,1,1,1
870261,332,1749,310229,1,2,2
870264,252,248,1067760,1,3,3
870281,855,911,347845,0,3,2
870306,668,3078,628070,1,3,3
870322,50,4322,1227379,0,2,4
870334,668,5517,791643,0,3,4
870344,855,1260,867948,0,3,1
870387,625,3994,1241216,0,1,2
870388,547,2091,1393940,1,4,4
870610,50,3000,1257762,0,2,3
870630,625,523,816860,0,1,3
870643,547,2257,103252,1,4,4
870651,855,5670,1281370,1,3,3
870693,727,3184,1239566,0,2,1
870703,625,968,268027,0,1,4
870871,332,1151,1354647,0,2,1
870913,405,2407,1408554,1,2,2
870919,815,2237,363466,0,1,4
870943,815,1797,1027021,1,1,1
870981,462,5662,120592,0,3,2
871058,836,5014,838103,0,4,2
871108,836,3540,969746,0,4,3
871136,89,4197,1230936,1,4,4
871247,252,4182,660823,1,3,3
871274,855,4635,736733,1,3,3
871360,405,3483,840965,1,2,2
871370,668,184,1178544,1,3,3
871375,252,3430,535369,1,3,3
871431,252,2874,897543,0,3,2
871480,332,1030,1283830,1,2,2
871495,815,1389,1074705,1,1,1
871587,668,3376,1348430,1,3,3
871670,856,927,741407,0,3,2
871685,668,4088,1151683,0,3,2
871735,836,474,224931,0,4,3
871741,727,4226,352119,1,2,2
871764,252,2312,798711,1,3,3
871793,911,1207,152243,0,2,1
871842,462,2589,32705,0,3,1
871852,668,5384,242211,0,3,2
871876,332,823,764387,1,2,2
871930,332,1046,1318570,0,2,3
871953,462,5917,1162089,1,3,3
871967,855,2148,825546,1,3,3
871970,50,3344,1046709,1,2,2
871982,83,1462,1081403,0,2,1
872053,922,2639,915311,1,4,4
872094,199,6014,1411817,0,1,2
872124,815,2322,325839,0,1,4
872252,405,2210,148951,1,2,2
872255,911,3328,138677,1,2,2
872257,764,388,91574,0,4,3
872279,178,4906,1336065,0,4,3
872298,199,1001,760771,1,1,1
872361,547,657,387313,1,4,4
872370,836,2818,1174207,0,4,2
872417,815,2409,960644,1,1,1
872438,856,1182,719087,0,3,4
872456,668,4723,668975,0,3,2
872479,462,3323,1160003,1,3,3
872480,625,4126,487328,1,1,1
872582,764,4910,806676,1,4,4
872583,462,1887,1430630,1,3,3
872609,668,704,1327996,1,3,3
872645,252,3838,132359,1,3,3
872706,50,353,1152165,0,2,3
872748,855,5694,1119683,1,3,3
872821,668,4975,925545,1,3,3
872924,462,3537,762881,0,3,1
873000,462,3259,1154670,1,3,3
873062,727,2091,325171,1,2,2
873077,911,388,670326,1,2,2
873142,547,3876,1448149,1,4,4
873146,922,6023,244623,0,4,3
873151,50,4671,167659,1,2,2
873192,764,607,452501,0,4,2
873202,836,998,1436896,1,4,4
873211,332,4008,1391447,1,2,2
873266,836,2183,691364,0,4,3
873296,764,1223,1211090,0,4,2
873327,199,79,195118,1,1,1
873338,815,2708,1221634,0,1,2
873382,547,5646,929676,0,4,3
873390,764,4555,1283766,1,4,4
873461,252,852,205106,1,3,3
873467,911,1644,159560,1,2,2
873582,462,79,724743,1,3,3
873689,625,2197,624524,0,1,3
873743,815,2045,419866,1,1,1
873777,922,4882,1113252,1,4,4
873793,199,4327,50116,0,1,2
873820,50,3391,1210663,1,2,2
873853,178,2050,941051,1,4,4
873881,855,4039,203815,0,3,2
873917,668,193,1030581,0,3,1
873981,855,2284,778307,1,3,3
873988,836,2347,1382915,0,4,3
874026,89,845,220109,1,4,4
874041,815,5335,566788,1,1,1
874044,815,2087,981411,0,1,3
874051,178,5491,102099,1,4,4
874100,50,5216,1194537,1,2,2
874154,178,1033,528840,0,4,3
874165,547,492,804287,0,4,3
874176,83,2772,267199,1,2,2
874298,836,3016,540553,1,4,4
874313,727,2197,325251,1,2,2
874317,911,1420,525537,1,2,2
874369,911,1670,1191663,0,2,1
874378,727,4814,354731,0,2,3
874394,50,1572,284289,0,2,1
874410,815,3532,518623,1,1,1
874448,547,5496,544794,1,4,4
874451,764,4681,402600,1,4,4
874532,405,3856,668936,1,2,2
874571,815,159,1125193,0,1,3
874581,547,3660,668198,1,4,4
874592,815,1357,1302111,1,1,1
874615,911,3541,733749,1,2,2
874751,83,219,838957,1,2,2
874811,178,2840,916965,1,4,4
874827,83,4186,68932,0,2,4
874848,405,1658,255043,1,2,2
874852,252,2116,1375885,1,3,3
874913,625,688,308740,1,1,1
874949,625,3836,926404,1,1,1
875147,547,1148,732240,0,4,2
875165,727,328,1427153,0,2,3
875210,764,5219,968018,1,4,4
875222,547,1395,362049,0,4,3
875236,199,3557,1082710,1,1,1
875325,836,5457,78480,0,4,2
875464,855,4016,36753,1,3,3
875503,178,4435,31024,1,4,4
875609,83,5639,1506781,0,2,4
875613,252,1113,274447,1,3,3
875648,50,328,691927,1,2,2
875719,83,1582,793969,1,2,2
875729,856,1964,442360,0,3,2
875787,727,4156,517751,1,2,2
875799,178,881,652133,1,4,4
875828,50,2430,232852,0,2,4
875831,547,2367,1184750,0,4,3
875859,89,891,161922,1,4,4
875872,178,222,43910,1,4,4
875887,547,5879,1456789,1,4,4
875889,50,4057,509865,0,2,3
875947,50,2261,330623,1,2,2
876005,922,6018,1045912,1,4,4
876037,50,4573,1168846,0,2,4
876098,855,4818,654546,1,3,3
876107,332,3210,1045300,1,2,2
876131,668,5135,1198585,0,3,4
876168,547,4759,583061,1,4,4
876176,922,640,1152532,1,4,4
876307,836,2780,1205477,1,4,4
876318,856,2402,1151439,0,3,4
876342,50,2350,1319711,1,2,2
876360,764,803,1273103,1,4,4
876363,911,2973,768527,1,2,2
876395,83,1897,711542,1,2,2
876427,405,2780,470597,1,2,2
876516,922,4956,158915,1,4,4
876555,855,5852,1500229,1,3,3
876568,199,907,18441,0,1,3
876594,199,1351,1207030,1,1,1
876673,405,1395,729019,1,2,2
876700,911,4203,157095,0,2,1
876706,836,5385,938542,0,4,3
876717,855,3019,195610,1,3,3
876734,252,2756,1057280,0,3,2
876741,856,5299,545751,1,3,3
876747,332,4127,347767,0,2,3
876793,405,5261,778158,1,2,2
876801,405,2049,942777,1,2,2
876811,89,1067,1342966,1,4,4
876817,405,5328,989629,1,2,2
876830,764,871,1400052,0,4,2
876871,815,3130,1384105,0,1,4
876951,727,4492,1045739,1,2,2
876968,668,3242,152168,0,3,2
877024,462,2780,1070099,1,3,3
877044,547,140,380823,1,4,4
877047,815,5990,978710,1,1,1
877072,764,1971,1189313,1,4,4
877073,625,4123,927841,1,1,1
877076,252,1837,897713,0,3,1
877145,50,6003,215300,0,2,3
877148,405,983,407053,0,2,3
877185,405,2749,510120,1,2,2
877191,252,465,377589,0,3,4
877192,462,2734,1166165,1,3,3
877231,855,4294,426039,1,3,3
877233,199,202,88385,1,1,1
877284,332,2142,777477,0,2,1
877298,332,4157,1407147,0,2,4
877326,462,360,1165072,1,3,3
877332,625,1014,776907,1,1,1
877389,836,1724,576589,1,4,4
877513,199,5261,1387761,1,1,1
877514,462,698,504924,1,3,3
877542,89,6141,1121814,0,4,1
877553,668,1445,887262,1,3,3
877560,547,4581,918642,1,4,4
877572,89,912,1208535,1,4,4
877580,836,4524,335628,1,4,4
877581,405,3388,736878,1,2,2
877582,178,1490,984590,1,4,4
877591,625,4975,588273,0,1,4
877609,625,1420,695287,0,1,3
877640,856,3198,1205611,0,3,4
877641,462,2559,208505,1,3,3
877663,625,3446,1138688,1,1,1
877749,625,4616,275640,1,1,1
877771,462,333,1142544,1,3,3
877814,922,5662,604683,1,4,4
877914,836,4752,1088974,1,4,4
878034,50,5713,712897,1,2,2
878044,911,2045,502420,1,2,2
878059,668,425,1489026,0,3,4
878064,332,64,1334670,1,2,2
878134,855,5357,624553,0,3,1
878225,911,2532,1449399,1,2,2
878248,547,2968,100114,1,4,4
878253,727,1298,12214,0,2,3
878294,668,2572,543038,1,3,3
878329,252,2706,821468,1,3,3
878355,178,205,1206612,1,4,4
878374,836,3854,1339136,1,4,4
878491,462,2241,294989,1,3,3
878547,89,3187,1205495,1,4,4
878590,89,5535,1082012,1,4,4
878754,462,4520,1451522,0,3,4
878852,89,3674,1052568,0,4,3
878881,836,5850,1318822,1,4,4
878961,199,3297,269606,1,1,1
878975,252,69,5325,1,3,3
878988,83,5092,390411,1,2,2
879077,855,1232,1345863,1,3,3
879115,89,4045,831399,0,4,3
879159,856,3188,880059,0,3,1
879176,764,5302,950121,1,4,4
879237,462,3791,926394,0,3,1
879353,764,272,190348,1,4,4
879420,855,4729,495713,1,3,3
879423,668,231,278270,0,3,4
879482,836,4722,167008,1,4,4
879518,856,1284,1364894,1,3,3
879657,727,1289,315314,1,2,2
879690,625,2142,595795,1,1,1
879786,625,349,223499,1,1,1
879797,89,2844,308940,1,4,4
879853,625,3151,98433,1,1,1
879904,50,5658,434279,1,2,2
879913,405,6147,776616,1,2,2
879954,199,3601,954543,1,1,1
879988,405,3929,589557,1,2,2
880052,547,5805,1214380,0,4,3
880077,922,4277,86653,1,4,4
880165,199,912,352382,1,1,1
880193,856,1758,240370,0,3,2
880196,625,1236,323808,0,1,4
880227,462,5579,504855,1,3,3
880248,332,4156,676360,1,2,2
880344,547,3868,85617,1,4,4
880349,252,631,821380,1,3,3
880363,625,4941,712553,1,1,1
880460,199,1728,1494946,1,1,1
880475,83,5558,878065,0,2,4
880502,89,1176,234935,1,4,4
880530,83,5625,1040216,1,2,2
880624,252,1735,4370,0,3,2
880645,83,892,61963,1,2,2
880690,856,5085,577275,1,3,3
880709,668,4254,249603,1,3,3
880781,252,1707,1122259,1,3,3
880845,727,204,1366372,0,2,1
880889,911,381,416286,0,2,1
880934,855,2186,985158,0,3,2
881005,856,4816,583554,0,3,2
881043,252,187,251882,1,3,3
881048,668,3540,1508603,1,3,3
881091,668,1243,307512,1,3,3
881098,252,521,1296697,1,3,3
881132,764,1362,726296,0,4,3
881165,836,1378,1296239,1,4,4
881171,727,6147,1018947,1,2,2
881188,625,194,483293,1,1,1
881232,547,1765,51249,0,4,2
881241,764,5226,218016,0,4,3
881242,727,4591,220286,1,2,2
881245,625,5843,450684,1,1,1
881264,83,3379,1050472,0,2,1
881310,199,5496,1282922,1,1,1
881365,856,4667,986048,0,3,2
881400,89,1930,341780,1,4,4
881474,855,4030,1458400,1,3,3
881489,405,3857,1122051,1,2,2
881504,911,2828,1125914,1,2,2
881560,199,852,683588,1,1,1
881583,89,171,1471351,0,4,2
881590,625,4016,420455,1,1,1
881617,856,4889,184107,0,3,2
881745,252,5,984547,1,3,3
881768,462,6059,626771,1,3,3
881877,856,405,1129633,1,3,3
881891,856,2148,116974,1,3,3
881937,547,1689,1057182,0,4,2
881942,668,4874,348619,0,3,4
881985,462,1332,1167755,0,3,2
882093,252,286,1145991,1,3,3
882163,856,4693,695819,0,3,1
882213,815,4375,95679,1,1,1
882215,199,1360,197838,1,1,1
882239,911,3990,61246,0,2,1
882287,252,2471,1029430,0,3,2
882342,625,2840,451044,0,1,4
882352,764,113,1467718,1,4,4
882446,836,1093,124822,0,4,2
882462,922,2305,193104,1,4,4
882567,856,4375,1147823,0,3,2
882586,462,1247,728202,0,3,1
882615,405,970,1269058,1,2,2
882657,178,4971,1012802,1,4,4
882658,764,3165,982355,1,4,4
882662,836,439,1127777,1,4,4
882714,815,938,536198,0,1,3
882773,836,6047,1175898,1,4,4
882780,178,4609,102990,0,4,1
882835,855,1876,88577,1,3,3
882842,462,4668,326518,0,3,1
882952,332,4295,1392551,0,2,1
882977,405,3961,900009,0,2,1
883044,89,492,1335421,0,4,3
883049,89,4956,1376250,0,4,2
883082,764,2121,1086648,0,4,1
883187,178,254,1127912,1,4,4
883276,855,4156,195085,1,3,3
883294,727,3159,389059,1,2,2
883317,199,1503,227380,1,1,1
883330,764,1182,639309,1,4,4
883333,332,2011,276014,1,2,2
883347,199,3286,278982,1,1,1
883397,199,2053,324891,1,1,1
883455,50,414,92229,1,2,2
883514,199,2328,260874,1,1,1
883580,855,3830,730886,1,3,3
883589,922,2208,1369768,0,4,2
883627,405,179,1445766,0,2,1
883727,89,894,731216,0,4,3
883763,911,4197,291547,1,2,2
883797,547,4722,1199943,0,4,2
883814,332,5743,1491666,0,2,4
883830,89,946,87583,1,4,4
883838,547,3191,610688,0,4,2
883845,727,2404,596221,1,2,2
883860,405,1420,950672,1,2,2
883863,856,4581,1302784,0,3,1
883932,89,3876,1107191,1,4,4
884008,727,3299,517198,1,2,2
884012,462,2366,1248717,0,3,4
884013,815,3036,450066,1,1,1
884118,50,4237,1500675,0,2,4
884144,856,5820,1011487,1,3,3
